-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
     1600.0000     919.1646      717.3455      -2055.5887    1733.0839     1015.6894     -1599.5153    
     1800.0000     953.8595      904.6447      -2413.3802    1843.3471     1202.9885     -1957.3068    
     2000.0000     990.0623      1098.9935     -2792.4008    1945.6972     1397.3373     -2336.3275    
     2200.0000     1029.3548     1300.8792     -3191.2485    2041.8763     1599.2231     -2735.1752    
     2400.0000     1071.6727     1510.9408     -3608.8310    2133.2383     1809.2846     -3152.7577    
     2600.0000     1115.3061     1729.6397     -4044.2874    2220.7412     2027.9835     -3588.2141    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC16H29_A(L)
 ====================================================================================================
   Elemental Composition:
     C 16.0000
     H 29.0000
   Formation Enthalpy at 298K =          -45.0332 kcal/mol
   Formation Free Gibbs Energy at 298K = -94.7020 kcal/mol
   Molecular Weight =                    221.4080 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      153.9190      -44.7259      -95.0364      167.7018      0.3074        -0.3344       
     600.0000      228.8925      11.3495       -165.4087     294.5969      56.3827       -70.7066      
     800.0000      212.9270      66.6271       -232.5181     373.9315      111.6603      -137.8161     
     1000.0000     236.1827      111.6745      -312.4207     424.0952      156.7077      -217.7187     
     1200.0000     252.7828      160.6567      -401.7855     468.7019      205.6899      -307.0835     
     1400.0000     265.7166      212.5434      -499.5921     508.6682      257.5766      -404.8900     
     1600.0000     277.8590      266.8908      -605.0062     544.9357      311.9240      -510.3042     
     1800.0000     291.9708      323.8186      -717.3825     578.4450      368.8518      -622.6805     
     2000.0000     310.6987      383.9871      -836.2623     610.1247      429.0203      -741.5603     
     2200.0000     336.5752      448.5749      -961.3711     640.8845      493.6081      -866.6691     
     2400.0000     372.0187      519.2552      -1092.6140    671.6122      564.2885      -997.9120     
     2600.0000     419.3335      598.1740      -1230.0715    703.1713      643.2072      -1135.3694    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC30H57_A(L)
 ====================================================================================================
   Elemental Composition:
     C 30.0000
     H 57.0000
   Formation Enthalpy at 298K =          -126.8924 kcal/mol
   Formation Free Gibbs Energy at 298K = -211.2497 kcal/mol
   Molecular Weight =                    417.7860 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      253.3004      -126.3866     -211.8175     284.7697      0.5058        -0.5678       
     600.0000      358.6595      -34.1215      -330.4112     493.8161      92.7709       -119.1615     
     800.0000      514.1560      49.7210       -440.9951     613.3951      176.6134      -229.7454     
     1000.0000     410.9160      136.6819      -574.3658     711.0477      263.5743      -363.1161     
     1200.0000     440.0088      221.9228      -724.4854     788.6735      348.8152      -513.2357     
     1400.0000     462.4809      312.2452      -889.2984     858.2454      439.1376      -678.0487     
     1600.0000     482.5578      406.7567      -1067.3504    921.3169      533.6491      -856.1007     
     1800.0000     503.9212      505.3553      -1257.4900    979.3585      632.2477      -1046.2404    
     2000.0000     529.7087      608.6213      -1458.8497    1033.7355     735.5137      -1247.6001    
     2200.0000     562.5139      717.7078      -1670.8234    1085.6960     844.6003      -1459.5738    
     2400.0000     604.3865      834.2325      -1893.0423    1136.3645     961.1250      -1681.7926    
     2600.0000     656.8320      960.1685      -2125.3498    1186.7378     1087.0609     -1914.1002    
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NC45H87_A(L)
 ====================================================================================================
   Elemental Composition:
     C 45.0000
     H 87.0000
   Formation Enthalpy at 298K =          -218.9065 kcal/mol
   Formation Free Gibbs Energy at 298K = -338.8294 kcal/mol
   Molecular Weight =                    628.1910 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      360.2918      -218.1870     -339.6366     404.8321      0.7195        -0.8073       
     600.0000      511.6734      -86.4770      -508.3341     703.0952      132.4296      -169.5047     
     800.0000      654.2112      27.8667       -665.4326     866.6242      246.7732      -326.6032     
     1000.0000     598.1302      163.4755      -855.0212     1018.4968     382.3820      -516.1919     
