------------------------------
  Elements     Atomic Weight  
------------------------------
  1.	C         12.01099968
  2.	H          1.00800002
  3.	N         14.00699997
  4.	HE         4.00299978
------------------------------


--------------------------------------------------------------------------------------------------------------
                                                Molecular        Temperature        Elements
  Species                  Phase  Charge         weight         Low      High       C       H       N      HE
   3735. NC60H121(L) + NC30H57_A(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3736. NC60H121_T(L) + NC30H57_A(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3737. NC60H119(L) + NC30H57_A(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3738. NC60H119_T(L) + NC30H57_A(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3739. NC60H119_A(L) + NC30H57_A(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3740. NC60H117(L) + NC30H57_A(L)  => 3C4H6 + 1.95P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3741. NC30H57_A(L) + NC60H117_A(L)  => 3C4H6 + 1.95P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3742. 2NC45H91(L)  => 0.25P-HDPE-P(L) + 2P-NC40H81(L) 
         k:       5.000000e+07	    1.00       6000.00


   3743. NC45H91(L) + NC45H91_T(L)  => 0.25P-HDPE-P(L) + 2P-NC40H81(L) 
         k:       5.000000e+07	    1.00       6000.00


   3744. NC45H91(L) + NC45H89(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3745. NC45H91(L) + NC45H89_T(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3746. NC45H91(L) + NC45H89_A(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3747. NC45H91(L) + NC45H87(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3748. NC45H91(L) + NC45H87_A(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3749. NC45H91(L) + NC60H121(L)  => 0.625P-HDPE-P(L) + 2P-NC40H81(L) 
         k:       5.000000e+07	    1.00       6000.00


   3750. NC45H91(L) + NC60H121_T(L)  => 0.625P-HDPE-P(L) + 2P-NC40H81(L) 
         k:       5.000000e+07	    1.00       6000.00


   3751. NC45H91(L) + NC60H119(L)  => 0.625P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3752. NC45H91(L) + NC60H119_T(L)  => 0.625P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3753. NC45H91(L) + NC60H119_A(L)  => 0.625P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3754. NC45H91(L) + NC60H117(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3755. NC45H91(L) + NC60H117_A(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3756. 2NC45H91_T(L)  => 0.25P-HDPE-P(L) + 2P-NC40H81(L) 
         k:       5.000000e+07	    1.00       6000.00


   3757. NC45H91_T(L) + NC45H89(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3758. NC45H91_T(L) + NC45H89_T(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3759. NC45H91_T(L) + NC45H89_A(L)  => 0.25P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3760. NC45H91_T(L) + NC45H87(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3761. NC45H91_T(L) + NC45H87_A(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3762. NC60H121(L) + NC45H91_T(L)  => 0.625P-HDPE-P(L) + 2P-NC40H81(L) 
         k:       5.000000e+07	    1.00       6000.00


   3763. NC45H91_T(L) + NC60H121_T(L)  => 0.625P-HDPE-P(L) + 2P-NC40H81(L) 
         k:       5.000000e+07	    1.00       6000.00


   3764. NC45H91_T(L) + NC60H119(L)  => 0.625P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3765. NC45H91_T(L) + NC60H119_T(L)  => 0.625P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3766. NC45H91_T(L) + NC60H119_A(L)  => 0.625P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3767. NC45H91_T(L) + NC60H117(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3768. NC45H91_T(L) + NC60H117_A(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3769. 2NC45H89(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3770. NC45H89(L) + NC45H89_T(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3771. NC45H89(L) + NC45H89_A(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3772. NC45H89(L) + NC45H87(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3773. NC45H89(L) + NC45H87_A(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3774. NC60H121(L) + NC45H89(L)  => 0.625P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3775. NC60H121_T(L) + NC45H89(L)  => 0.625P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3776. NC45H89(L) + NC60H119(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3777. NC45H89(L) + NC60H119_T(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3778. NC45H89(L) + NC60H119_A(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3779. NC45H89(L) + NC60H117(L)  => 2C4H6 + 2.425P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3780. NC45H89(L) + NC60H117_A(L)  => 2C4H6 + 2.425P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3781. 2NC45H89_T(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3782. NC45H89_T(L) + NC45H89_A(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3783. NC45H89_T(L) + NC45H87(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3784. NC45H89_T(L) + NC45H87_A(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3785. NC60H121(L) + NC45H89_T(L)  => 0.625P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3786. NC60H121_T(L) + NC45H89_T(L)  => 0.625P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3787. NC60H119(L) + NC45H89_T(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3788. NC45H89_T(L) + NC60H119_T(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3789. NC45H89_T(L) + NC60H119_A(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3790. NC45H89_T(L) + NC60H117(L)  => 2C4H6 + 2.425P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3791. NC45H89_T(L) + NC60H117_A(L)  => 2C4H6 + 2.425P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3792. 2NC45H89_A(L)  => 0.25P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3793. NC45H89_A(L) + NC45H87(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3794. NC45H89_A(L) + NC45H87_A(L)  => 2C4H6 + 2.05P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3795. NC60H121(L) + NC45H89_A(L)  => 0.625P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3796. NC60H121_T(L) + NC45H89_A(L)  => 0.625P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3797. NC60H119(L) + NC45H89_A(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3798. NC60H119_T(L) + NC45H89_A(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3799. NC45H89_A(L) + NC60H119_A(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3800. NC45H89_A(L) + NC60H117(L)  => 2C4H6 + 2.425P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3801. NC45H89_A(L) + NC60H117_A(L)  => 2C4H6 + 2.425P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3802. 2NC45H87(L)  => 3C4H6 + 1.95P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3803. NC45H87(L) + NC45H87_A(L)  => 3C4H6 + 1.95P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3804. NC60H121(L) + NC45H87(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3805. NC60H121_T(L) + NC45H87(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3806. NC60H119(L) + NC45H87(L)  => 2C4H6 + 2.425P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3807. NC60H119_T(L) + NC45H87(L)  => 2C4H6 + 2.425P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3808. NC60H119_A(L) + NC45H87(L)  => 2C4H6 + 2.425P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3809. NC45H87(L) + NC60H117(L)  => 3C4H6 + 2.325P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3810. NC45H87(L) + NC60H117_A(L)  => 3C4H6 + 2.325P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3811. 2NC45H87_A(L)  => 3C4H6 + 1.95P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3812. NC60H121(L) + NC45H87_A(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3813. NC60H121_T(L) + NC45H87_A(L)  => 0.625P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3814. NC60H119(L) + NC45H87_A(L)  => 2C4H6 + 2.425P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3815. NC60H119_T(L) + NC45H87_A(L)  => 2C4H6 + 2.425P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3816. NC60H119_A(L) + NC45H87_A(L)  => 2C4H6 + 2.425P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3817. NC60H117(L) + NC45H87_A(L)  => 3C4H6 + 2.325P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3818. NC45H87_A(L) + NC60H117_A(L)  => 3C4H6 + 2.325P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3819. 2NC60H121(L)  => P-HDPE-P(L) + 2P-NC40H81(L) 
         k:       5.000000e+07	    1.00       6000.00


   3820. NC60H121(L) + NC60H121_T(L)  => P-HDPE-P(L) + 2P-NC40H81(L) 
         k:       5.000000e+07	    1.00       6000.00


   3821. NC60H121(L) + NC60H119(L)  => P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3822. NC60H121(L) + NC60H119_T(L)  => P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3823. NC60H121(L) + NC60H119_A(L)  => P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3824. NC60H121(L) + NC60H117(L)  => P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3825. NC60H121(L) + NC60H117_A(L)  => P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3826. 2NC60H121_T(L)  => P-HDPE-P(L) + 2P-NC40H81(L) 
         k:       5.000000e+07	    1.00       6000.00


   3827. NC60H121_T(L) + NC60H119(L)  => P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3828. NC60H121_T(L) + NC60H119_T(L)  => P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3829. NC60H121_T(L) + NC60H119_A(L)  => P-HDPE-P(L) + P-NC40H81(L) + P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3830. NC60H121_T(L) + NC60H117(L)  => P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3831. NC60H121_T(L) + NC60H117_A(L)  => P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3832. 2NC60H119(L)  => P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3833. NC60H119(L) + NC60H119_T(L)  => P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3834. NC60H119(L) + NC60H119_A(L)  => P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3835. NC60H119(L) + NC60H117(L)  => 2C4H6 + 2.8P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3836. NC60H119(L) + NC60H117_A(L)  => 2C4H6 + 2.8P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3837. 2NC60H119_T(L)  => P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3838. NC60H119_T(L) + NC60H119_A(L)  => P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3839. NC60H119_T(L) + NC60H117(L)  => 2C4H6 + 2.8P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3840. NC60H119_T(L) + NC60H117_A(L)  => 2C4H6 + 2.8P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3841. 2NC60H119_A(L)  => P-HDPE-P(L) + 2P-NC40H79(L) 
         k:       5.000000e+07	    1.00       6000.00


   3842. NC60H119_A(L) + NC60H117(L)  => 2C4H6 + 2.8P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3843. NC60H119_A(L) + NC60H117_A(L)  => 2C4H6 + 2.8P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3844. 2NC60H117(L)  => 3C4H6 + 2.7P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3845. NC60H117(L) + NC60H117_A(L)  => 3C4H6 + 2.7P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3846. 2NC60H117_A(L)  => 3C4H6 + 2.7P-HDPE-P(L) 
         k:       5.000000e+07	    1.00       6000.00


   3847. 82P-NC40H81(L) + 82P-NC40H80(L)  => 3.92857NC16H34(L) + 14.0714NC30H62(L) + 15NC45H92(L) + 8NC60H122(L) + 3.92857NC16H32(L) + 14.0714NC30H60(L) + 15NC45H90(L) + 8NC60H120(L) + 3.92857NC16H33_T(L) + 14.0714NC30H61_T(L) + 15NC45H91_T(L) + 8NC60H121_T(L) + 3.92857NC16H31_T(L) + 14.0714NC30H59_T(L) + 15NC45H89_T(L) + 8NC60H119_T(L) 
         k:       1.180000e+13	    0.00      28000.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000


   3848. 82P-NC40H79(L) + 82P-NC40H80(L)  => 3.92857NC16H32(L) + 14.0714NC30H60(L) + 15NC45H90(L) + 8NC60H120(L) + 3.92857NC16H30(L) + 14.0714NC30H58(L) + 15NC45H88(L) + 8NC60H118(L) + 3.92857NC16H33_T(L) + 14.0714NC30H61_T(L) + 15NC45H91_T(L) + 8NC60H121_T(L) + 3.92857NC16H31_T(L) + 14.0714NC30H59_T(L) + 15NC45H89_T(L) + 8NC60H119_T(L) 
         k:       1.180000e+13	    0.00      28000.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000


   3849. 82P-NC40H81(L) + 82P-NC40H78(L)  => 3.92857NC16H32(L) + 14.0714NC30H60(L) + 15NC45H90(L) + 8NC60H120(L) + 3.92857NC16H30(L) + 14.0714NC30H58(L) + 15NC45H88(L) + 8NC60H118(L) + 3.92857NC16H33_T(L) + 14.0714NC30H61_T(L) + 15NC45H91_T(L) + 8NC60H121_T(L) + 3.92857NC16H31_T(L) + 14.0714NC30H59_T(L) + 15NC45H89_T(L) + 8NC60H119_T(L) 
         k:       1.180000e+13	    0.00      28000.00
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species P-NC40H78(L)       equal to 1.0000


   3850. 82P-NC40H79(L) + 82P-NC40H78(L)  => 7.85714NC16H30(L) + 28.1429NC30H58(L) + 30NC45H88(L) + 16NC60H118(L) + 7.85714NC16H31_T(L) + 28.1429NC30H59_T(L) + 30NC45H89_T(L) + 16NC60H119_T(L) 
         k:       1.180000e+13	    0.00      28000.00
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species P-NC40H78(L)       equal to 1.0000


   3851. 1.025P-HDPE-P(L) + P-NC40H80(L)  => CH4 + P-NC40H79-P(L) + P-NC40H79(L) 
         k:       2.170000e+13	    0.00      28000.00
         Reaction order of species P-HDPE-P(L)        equal to 2.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000


   3852. 0.025P-HDPE-P(L) + P-NC40H81(L) + P-NC40H80(L)  => CH4 + P-NC40H79(L) + P-NC40H80(L) 
         k:       2.170000e+13	    0.00      28000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000


   3853. 0.025P-HDPE-P(L) + P-NC40H79(L) + P-NC40H80(L)  => CH4 + P-NC40H79(L) + P-NC40H78(L) 
         k:       2.170000e+13	    0.00      28000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000


   3854. 0.025P-HDPE-P(L) + P-NC40H80(L) + NC16H34(L)  => CH4 + P-NC40H79(L) + NC16H33(L) 
         k:       8.690000e+12	    0.00      28000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000
         Reaction order of species NC16H34(L)         equal to 1.0000


   3855. 0.025P-HDPE-P(L) + P-NC40H80(L) + NC16H32(L)  => CH4 + P-NC40H79(L) + NC16H31(L) 
         k:       8.690000e+12	    0.00      28000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000
         Reaction order of species NC16H32(L)         equal to 1.0000


   3856. 0.025P-HDPE-P(L) + P-NC40H80(L) + NC16H30(L)  => CH4 + P-NC40H79(L) + NC16H29(L) 
         k:       8.690000e+12	    0.00      28000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000
         Reaction order of species NC16H30(L)         equal to 1.0000


   3857. 0.025P-HDPE-P(L) + P-NC40H80(L) + NC30H62(L)  => CH4 + P-NC40H79(L) + NC30H61(L) 
         k:       1.630000e+13	    0.00      28000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000
         Reaction order of species NC30H62(L)         equal to 1.0000


   3858. 0.025P-HDPE-P(L) + P-NC40H80(L) + NC30H60(L)  => CH4 + P-NC40H79(L) + NC30H59(L) 
         k:       1.630000e+13	    0.00      28000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000
         Reaction order of species NC30H60(L)         equal to 1.0000


   3859. 0.025P-HDPE-P(L) + P-NC40H80(L) + NC30H58(L)  => CH4 + P-NC40H79(L) + NC30H57(L) 
         k:       1.630000e+13	    0.00      28000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000
         Reaction order of species NC30H58(L)         equal to 1.0000


   3860. 0.025P-HDPE-P(L) + P-NC40H80(L) + NC45H92(L)  => CH4 + P-NC40H79(L) + NC45H91(L) 
         k:       2.440000e+13	    0.00      28000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000
         Reaction order of species NC45H92(L)         equal to 1.0000


   3861. 0.025P-HDPE-P(L) + P-NC40H80(L) + NC45H90(L)  => CH4 + P-NC40H79(L) + NC45H89(L) 
         k:       2.440000e+13	    0.00      28000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000
         Reaction order of species NC45H90(L)         equal to 1.0000


   3862. 0.025P-HDPE-P(L) + P-NC40H80(L) + NC45H88(L)  => CH4 + P-NC40H79(L) + NC45H87(L) 
         k:       2.440000e+13	    0.00      28000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000
         Reaction order of species NC45H88(L)         equal to 1.0000


   3863. 0.025P-HDPE-P(L) + P-NC40H80(L) + NC60H122(L)  => CH4 + P-NC40H79(L) + NC60H121(L) 
         k:       3.260000e+13	    0.00      28000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000
         Reaction order of species NC60H122(L)        equal to 1.0000


   3864. 0.025P-HDPE-P(L) + P-NC40H80(L) + NC60H120(L)  => CH4 + P-NC40H79(L) + NC60H119(L) 
         k:       3.260000e+13	    0.00      28000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000
         Reaction order of species NC60H120(L)        equal to 1.0000


   3865. 0.025P-HDPE-P(L) + P-NC40H80(L) + NC60H118(L)  => CH4 + P-NC40H79(L) + NC60H117(L) 
         k:       3.260000e+13	    0.00      28000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000
         Reaction order of species NC60H118(L)        equal to 1.0000


   3866. P-HDPE-P(L) + 0.0125P-NC40H81(L) + 0.0125P-NC40H79(L) + P-NC40H80(L)  => CH4 + P-NC40H79-P(L) + P-NC40H79(L) 
         k:       8.530000e+13	    0.00      28000.00
         Reaction order of species P-HDPE-P(L)        equal to 1.0000
         Reaction order of species P-NC40H81(L)       equal to 1.0000
         Reaction order of species P-NC40H79(L)       equal to 1.0000
         Reaction order of species P-NC40H80(L)       equal to 1.0000


   3867. 1.0125P-NC40H81(L) + 0.0125P-NC40H79(L) + P-NC40H80(L)  => CH4 + P-NC40H79(L) + P-NC40H80(L) 
